Company,Country,Patent (Raw),Patent (Cleaned),Ambiguous
Dolby International AB,FR,"EP 3,399,756",EP3399756,False
Dolby International AB,FR,"EP 3,758,380",EP3758380,False
Dolby International AB,FR,"EP 3,758,381",EP3758381,False
Dolby International AB,FR,"EP 3,836,550",EP3836550,False
Dolby International AB,FR,"EP 3,920,538",EP3920538,False
Dolby International AB,GB,"EP 2,512,136",EP2512136,False
Dolby International AB,GB,"EP 2,887,671",EP2887671,False
Dolby International AB,GB,"EP 3,399,756",EP3399756,False
Dolby International AB,GB,"EP 3,758,380",EP3758380,False
Dolby International AB,GB,"EP 3,758,381",EP3758381,False
Dolby International AB,GB,"EP 3,836,550",EP3836550,False
Dolby International AB,GB,"EP 3,920,538",EP3920538,False
Dolby International AB,GR,"EP 2,512,136",EP2512136,False
Dolby International AB,HK,"HK 1,255,617",HK1255617,False
Dolby International AB,HK,HK 40033548,HK40033548,False
Dolby International AB,HK,HK 40033581,HK40033581,False
Dolby International AB,HK,HK 40044425,HK40044425,False
Dolby International AB,HU,"EP 2,512,136",EP2512136,False
Dolby International AB,HU,"EP 2,887,671",EP2887671,False
Dolby International AB,HU,"EP 3,399,756",EP3399756,False
Dolby International AB,HU,"EP 3,758,380",EP3758380,False
Dolby International AB,HU,"EP 3,758,381",EP3758381,False
Dolby International AB,HU,"EP 3,836,550",EP3836550,False
Dolby International AB,HU,"EP 3,920,538",EP3920538,False
Dolby International AB,IE,"EP 2,512,136",EP2512136,False
Dolby International AB,IE,"EP 3,399,756",EP3399756,False
Dolby International AB,IE,"EP 3,758,380",EP3758380,False
Dolby International AB,IE,"EP 3,758,381",EP3758381,False
Dolby International AB,IE,"EP 3,836,550",EP3836550,False
Dolby International AB,IE,"EP 3,920,538",EP3920538,False
Dolby International AB,IN,IN 306797,IN306797,False
Dolby International AB,IN,IN 423822,IN423822,False
Dolby International AB,IT,"EP 2,512,136",EP2512136,False
Dolby International AB,IT,"EP 2,887,671",EP2887671,False
Dolby International AB,IT,"EP 3,399,756",EP3399756,False
Dolby International AB,IT,"EP 3,758,380",EP3758380,False
Dolby International AB,IT,"EP 3,758,381",EP3758381,False
Dolby International AB,IT,"EP 3,836,550",EP3836550,False
Dolby International AB,IT,"EP 3,920,538",EP3920538,False
Dolby International AB,JP,"JP 5,026,584",JP5026584,False
Dolby International AB,JP,"JP 5,069,811",JP5069811,False
Dolby International AB,JP,"JP 5,150,781",JP5150781,False
Dolby International AB,JP,"JP 5,324,563",JP5324563,False
Dolby International AB,JP,"JP 5,674,873",JP5674873,False
Dolby International AB,JP,"JP 6,825,155",JP6825155,False
Dolby International AB,JP,"JP 7,116,812",JP7116812,False
Dolby International AB,JP,"JP 7,357,125",JP7357125,False
Dolby International AB,JP,"JP 7,605,516",JP7605516,False
Dolby International AB,KR,"KR 716,142",KR716142,False
Dolby International AB,KR,"KR 1,467,601",KR1467601,False
Dolby International AB,KR,"KR 1,646,089",KR1646089,False
Dolby International AB,KR,"KR 1,766,479",KR1766479,False
Dolby International AB,KR,"KR 1,885,790",KR1885790,False
Dolby International AB,KR,"KR 1,965,781",KR1965781,False
Dolby International AB,KR,"KR 2,044,130",KR2044130,False
Dolby International AB,KR,"KR 2,123,772",KR2123772,False
Dolby International AB,KR,"KR 2,204,262",KR2204262,False
Dolby International AB,KR,"KR 2,510,010",KR2510010,False
Dolby International AB,KR,"KR 2,715,349",KR2715349,False
Dolby International AB,LI,"EP 2,512,136",EP2512136,False
Dolby International AB,LI,"EP 2,887,671",EP2887671,False
Dolby International AB,LI,"EP 3,399,756",EP3399756,False
Dolby International AB,LI,"EP 3,758,380",EP3758380,False
Dolby International AB,LI,"EP 3,758,381",EP3758381,False
Dolby International AB,LI,"EP 3,836,550",EP3836550,False
Dolby International AB,LI,"EP 3,920,538",EP3920538,False
Dolby International AB,LT,"EP 2,887,671",EP2887671,False
Dolby International AB,LU,"EP 2,512,136",EP2512136,False
Dolby International AB,LU,"EP 2,887,671",EP2887671,False
Dolby International AB,LU,"EP 3,399,756",EP3399756,False
Dolby International AB,LU,"EP 3,758,380",EP3758380,False
Dolby International AB,LU,"EP 3,758,381",EP3758381,False
Dolby International AB,LU,"EP 3,836,550",EP3836550,False
Dolby International AB,LU,"EP 3,920,538",EP3920538,False
Dolby International AB,LV,"EP 3,399,756",EP3399756,False
Dolby International AB,LV,"EP 3,758,380",EP3758380,False
Dolby International AB,LV,"EP 3,758,381",EP3758381,False
Dolby International AB,LV,"EP 3,836,550",EP3836550,False
Dolby International AB,LV,"EP 3,920,538",EP3920538,False
Dolby International AB,MC,"EP 2,512,136",EP2512136,False
Dolby International AB,MT,"EP 2,512,136",EP2512136,False
Dolby International AB,MT,"EP 2,887,671",EP2887671,False
Dolby International AB,MX,"MX 297,667",MX297667,False
Dolby International AB,MX,"MX 304,576",MX304576,False
Dolby International AB,MX,"MX 318,296",MX318296,False
Dolby International AB,MX,"MX 318,297",MX318297,False
Dolby International AB,MX,"MX 318,298",MX318298,False
Dolby International AB,MY,MY 167744-A,MY167744-A,False
Dolby International AB,NL,"EP 2,512,136",EP2512136,False
Dolby International AB,NL,"EP 2,887,671",EP2887671,False
Dolby International AB,NL,"EP 3,399,756",EP3399756,False
Dolby International AB,NL,"EP 3,758,380",EP3758380,False
Dolby International AB,NL,"EP 3,758,381",EP3758381,False
Dolby International AB,NL,"EP 3,836,550",EP3836550,False
Dolby International AB,NL,"EP 3,920,538",EP3920538,False
Dolby International AB,NO,"EP 2,887,671",EP2887671,False
Dolby International AB,NO,"EP 3,399,756",EP3399756,False
Dolby International AB,NO,"EP 3,758,380",EP3758380,False
Dolby International AB,NO,"EP 3,758,381",EP3758381,False
Dolby International AB,NO,"EP 3,836,550",EP3836550,False
Dolby International AB,NO,"EP 3,920,538",EP3920538,False
Dolby International AB,PL,"EP 2,512,136",EP2512136,False
Dolby International AB,PL,"EP 2,887,671",EP2887671,False
Dolby International AB,PL,"EP 3,399,756",EP3399756,False
Dolby International AB,PL,"EP 3,758,380",EP3758380,False
Dolby International AB,PL,"EP 3,758,381",EP3758381,False
Dolby International AB,PL,"EP 3,836,550",EP3836550,False
Dolby International AB,PL,"EP 3,920,538",EP3920538,False
Dolby International AB,PT,"EP 2,512,136",EP2512136,False
Dolby International AB,PT,"EP 2,887,671",EP2887671,False
Dolby International AB,PT,"EP 3,399,756",EP3399756,False
Dolby International AB,PT,"EP 3,758,380",EP3758380,False
Dolby International AB,PT,"EP 3,758,381",EP3758381,False
Dolby International AB,PT,"EP 3,836,550",EP3836550,False
Dolby International AB,PT,"EP 3,920,538",EP3920538,False
Dolby International AB,RO,"EP 2,512,136",EP2512136,False
Dolby International AB,RO,"EP 2,887,671",EP2887671,False
Dolby International AB,RU,RU 2501179,RU2501179,False
Dolby International AB,RU,"RU 2,521,618",RU2521618,False
Dolby International AB,RU,"RU 2,651,227",RU2651227,False
Dolby International AB,RU,"RU 2,684,184",RU2684184,False
Dolby International AB,RU,"RU 2,709,671",RU2709671,False
Dolby International AB,RU,"RU 2,721,941",RU2721941,False
Dolby International AB,RU,"RU 2,733,273",RU2733273,False
Dolby International AB,RU,"RU 2,752,572",RU2752572,False
Dolby International AB,RU,"RU 2,763,966",RU2763966,False
Dolby International AB,RU,"RU 2,789,309",RU2789309,False
Dolby International AB,RU,"RU 2,813,744",RU2813744,False
Dolby International AB,SE,"EP 2,512,136",EP2512136,False
Dolby International AB,SE,"EP 2,887,671",EP2887671,False
Dolby International AB,SE,"EP 3,399,756",EP3399756,False
Dolby International AB,SE,"EP 3,758,380",EP3758380,False
Dolby International AB,SE,"EP 3,758,381",EP3758381,False
Dolby International AB,SE,"EP 3,836,550",EP3836550,False
Dolby International AB,SE,"EP 3,920,538",EP3920538,False
Dolby International AB,SI,"EP 2,887,671",EP2887671,False
Dolby International AB,SI,"EP 3,399,756",EP3399756,False
Dolby International AB,SI,"EP 3,758,380",EP3758380,False
Dolby International AB,SI,"EP 3,758,381",EP3758381,False
Dolby International AB,SI,"EP 3,836,550",EP3836550,False
Dolby International AB,SI,"EP 3,920,538",EP3920538,False
Dolby International AB,SK,"EP 2,512,136",EP2512136,False
Dolby International AB,SK,"EP 2,887,671",EP2887671,False
Dolby International AB,SK,"EP 3,399,756",EP3399756,False
Dolby International AB,SK,"EP 3,758,380",EP3758380,False
Dolby International AB,SK,"EP 3,758,381",EP3758381,False
Dolby International AB,SK,"EP 3,836,550",EP3836550,False
Dolby International AB,SK,"EP 3,920,538",EP3920538,False
Dolby International AB,TR,"EP 2,512,136",EP2512136,False
Dolby International AB,TR,"EP 2,887,671",EP2887671,False
Dolby International AB,TR,"EP 3,399,756",EP3399756,False
Dolby International AB,TR,"EP 3,758,380",EP3758380,False
Dolby International AB,TR,"EP 3,758,381",EP3758381,False
Dolby International AB,TR,"EP 3,836,550",EP3836550,False
Dolby International AB,TR,"EP 3,920,538",EP3920538,False
Dolby International AB,TW,TW I415450,TWI415450,False
Dolby International AB,TW,TW I445393,TWI445393,False
Dolby International AB,TW,TW I445407,TWI445407,False
Dolby International AB,US,"US Re. 46,924",USRe.46924,False
Dolby International AB,US,"US Re. 48,035",USRe.48035,False
Dolby International AB,US,"US Re. 50,574",USRe.50574,False
Dolby International AB,US,"US 10,298,948",US10298948,False
Dolby International AB,VN,VN 1-0014619,VN1-0014619,False
Dolby International AB,VN,VN 12809,VN12809,False
Dolby International AB,VN,VN 22362,VN22362,False
Dolby International AB,VN,VN 30446,VN30446,False
Dolby International AB,VN,VN 44927,VN44927,False
Dolby International AB,VN,VN 45110,VN45110,False
Dolby International AB,VN,VN 45418,VN45418,False
Dolby International AB,VN,VN 48260,VN48260,False
Dolby International AB,VN,VN 51124,VN51124,False
Dolby International AB,VN,VN 100 12388,VN10012388,False
Dolby International AB,VN,VN 10014713,VN10014713,False
Dolby International AB,ZA,ZA 2009/06749,ZA2009/06749,False
Dolby International AB,ZA,ZA 2009/06982,ZA2009/06982,False
Dolby International AB,ZA,ZA 2010/06649,ZA2010/06649,False
Dolby Laboratories Licensing Corporation,AE,AE 6837,AE6837,False
Dolby Laboratories Licensing Corporation,AE,AE 6838,AE6838,False
Dolby Laboratories Licensing Corporation,AE,AE 8094,AE8094,False
Dolby Laboratories Licensing Corporation,AL,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,AL,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,AL,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,AL,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,AM,EA 039463,EA039463,False
Dolby Laboratories Licensing Corporation,AM,EA 042523,EA042523,False
Dolby Laboratories Licensing Corporation,AM,EA 042564,EA042564,False
Dolby Laboratories Licensing Corporation,AM,EA 044734,EA044734,False
Dolby Laboratories Licensing Corporation,AM,EA 047543,EA047543,False
Dolby Laboratories Licensing Corporation,AM,EA 048261,EA048261,False
Dolby Laboratories Licensing Corporation,AM,EA 048724,EA048724,False
Dolby Laboratories Licensing Corporation,AM,EA 050028,EA050028,False
Dolby Laboratories Licensing Corporation,AM,EA 052026,EA052026,False
Dolby Laboratories Licensing Corporation,AT,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,AT,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,AT,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,AT,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,AT,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,AT,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,AT,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,AT,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,AT,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,AT,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,AT,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,AT,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,AT,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,AU,AU 2016203100,AU2016203100,False
Dolby Laboratories Licensing Corporation,AU,AU 2016203103,AU2016203103,False
Dolby Laboratories Licensing Corporation,AU,AU 2016204179,AU2016204179,False
Dolby Laboratories Licensing Corporation,AU,AU 2017339463,AU2017339463,False
Dolby Laboratories Licensing Corporation,AU,AU 2018206694,AU2018206694,False
Dolby Laboratories Licensing Corporation,AU,AU 2019264649,AU2019264649,False
Dolby Laboratories Licensing Corporation,AU,AU 2020230291,AU2020230291,False
Dolby Laboratories Licensing Corporation,AU,AU 2021201806,AU2021201806,False
Dolby Laboratories Licensing Corporation,AU,AU 2022201261,AU2022201261,False
Dolby Laboratories Licensing Corporation,AU,AU 2022204421,AU2022204421,False
Dolby Laboratories Licensing Corporation,AU,AU 2022235573,AU2022235573,False
Dolby Laboratories Licensing Corporation,AU,AU 2022291562,AU2022291562,False
Dolby Laboratories Licensing Corporation,AU,AU 2023204114,AU2023204114,False
Dolby Laboratories Licensing Corporation,AU,AU 2023210569,AU2023210569,False
Dolby Laboratories Licensing Corporation,AU,AU 2023285711,AU2023285711,False
Dolby Laboratories Licensing Corporation,AU,AU 2024201690,AU2024201690,False
Dolby Laboratories Licensing Corporation,AZ,EA 039463,EA039463,False
Dolby Laboratories Licensing Corporation,AZ,EA 042523,EA042523,False
Dolby Laboratories Licensing Corporation,AZ,EA 042564,EA042564,False
Dolby Laboratories Licensing Corporation,AZ,EA 044734,EA044734,False
Dolby Laboratories Licensing Corporation,AZ,EA 047543,EA047543,False
Dolby Laboratories Licensing Corporation,AZ,EA 048261,EA048261,False
Dolby Laboratories Licensing Corporation,AZ,EA 048724,EA048724,False
Dolby Laboratories Licensing Corporation,AZ,EA 050028,EA050028,False
Dolby Laboratories Licensing Corporation,AZ,EA 052026,EA052026,False
Dolby Laboratories Licensing Corporation,BE,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,BE,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,BE,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,BE,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,BE,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,BE,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,BE,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,BE,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,BE,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,BE,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,BE,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,BF,OA 19660,OA19660,False
Dolby Laboratories Licensing Corporation,BG,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,BG,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,BG,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,BG,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,BG,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,BG,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,BG,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,BG,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,BG,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,BG,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,BG,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,BG,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,BG,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,BG,"EP 4,472,203",EP4472203,False
